Index,Positive,Pos Freq,Negative,Neg Freq,Word,Word Freq
1589,empty,1,deteriorations,0.000311019,certificates,320360
1590,empty,1,ignores,0.000306048,county,319872
1591,empty,1,closeouts,0.000306048,portions,319038
1592,empty,1,deadweight,0.000305536,qualify,318212
1593,empty,1,calamities,0.000305536,committed,317813
1594,empty,1,warned,0.00030251400000000004,purchasing,317808
1595,empty,1,stressing,0.000301625,parent,317804
1596,empty,1,renounce,0.000301625,treasurer,317795
1597,empty,1,flaw,0.000301625,invest,317627
1598,empty,1,exploits,0.000300863,audits,317471
1599,empty,1,overstating,0.000296352,expires,316939
1600,empty,1,understating,0.0002935,enhance,316739
1601,empty,1,misplaced,0.00029262499999999997,covering,316623
1602,empty,1,deviating,0.0002925,organizations,316618
1603,empty,1,undesired,0.00028413,network,316055
1604,empty,1,unknowingly,0.000282777,forma,315982
1605,empty,1,ridicule,0.000282162,fail,315512
1606,empty,1,inactivated,0.000274549,list,315490
1607,empty,1,seizing,0.000274428,allowed,315484
1608,empty,1,fatality,0.00027406500000000004,city,315047
1609,empty,1,confusing,0.000273702,depends,314364
1610,empty,1,mothballed,0.000273581,agree,313289
1611,empty,1,exonerated,0.000272976,controlled,313191
1612,empty,1,gratuitous,0.00026928,restructuring,312664
1613,empty,1,repudiates,0.00026868,execute,312377
1614,empty,1,exacerbation,0.000264894,requested,312173
1615,empty,1,defrauding,0.000263942,like,312147
1616,empty,1,slowness,0.000261606,footnotes,312125
1617,empty,1,unconscionable,0.00026007199999999997,individually,312099
1618,empty,1,embarrassment,0.000256932,electronic,311719
1619,empty,1,forbid,0.00025669800000000003,reimbursement,311307
1620,empty,1,injuring,0.000252184,age,310410
1621,empty,1,unemployed,0.000248055,broad,310022
1622,empty,1,complicates,0.000247365,repaid,310021
1623,empty,1,invalidates,0.00024679,monitor,309778
1624,empty,1,inconsistently,0.00024656,furthermore,309395
1625,empty,1,extenuating,0.00024656,called,309302
1626,empty,1,accidentally,0.00024656,attract,309292
1627,empty,1,degrading,0.000244074,capacities,308588
1628,empty,1,disappointed,0.000243276,supplies,308584
1629,empty,1,exacerbating,0.000238995,negatively,308457
1630,empty,1,contradiction,0.000235648,holdings,308157
1631,empty,1,conceding,0.000235648,natural,307859
1632,empty,1,disregards,0.000233744,daily,307738
1633,empty,1,dereliction,0.000233744,focused,307716
1634,empty,1,harassing,0.000231546,spending,307445
1635,empty,1,misuses,0.000231435,imposed,307243
1636,empty,1,overloading,0.000231324,acts,307146
1637,empty,1,noncomplying,0.000230547,treated,306814
1638,empty,1,bottleneck,0.00023043600000000001,affiliated,306278
1639,empty,1,inordinate,0.00023021400000000002,copy,305424
1640,empty,1,inattention,0.000229881,leverage,305162
1641,empty,1,suspicion,0.00022572,recoverable,304818
1642,empty,1,indictments,0.00022539,identical,304814
1643,empty,1,unobtainable,0.00022203299999999998,consequently,304809
1644,empty,1,noncompliances,0.0002187,inflation,304541
1645,empty,1,punishment,0.000218268,political,303685
1646,empty,1,undermined,0.000217728,controlling,303418
1647,empty,1,harms,0.000213572,regardless,303287
1648,empty,1,monopolistic,0.000210622,late,303036
1649,empty,1,defeating,0.000209562,south,302942
1650,empty,1,undocumented,0.00020945599999999998,delays,302875
1651,empty,1,scrutinizing,0.000207165,realize,302050
1652,empty,1,concede,0.00020674500000000001,receiving,301934
1653,empty,1,mismanaged,0.00020664000000000001,transfers,301298
1654,empty,1,lackluster,0.00020653500000000001,stage,300931
1655,empty,1,overlooking,0.00020611500000000001,regular,300835
1656,empty,1,evades,0.0002058,forms,300660
1657,empty,1,abnormality,0.00020559,countries,300205
1658,empty,1,ineffectively,0.000205485,instance,300151
1659,empty,1,incompleteness,0.000202696,offers,300076
1660,empty,1,disappear,0.00020196800000000002,points,299898
1661,empty,1,gratuitously,0.000201864,attempt,299740
1662,empty,1,staggering,0.000201656,contemplated,299452
1663,empty,1,misapplied,0.000199305,licenses,299297
1664,empty,1,renounced,0.000198687,family,299241
1665,empty,1,misunderstandings,0.000195126,function,299101
1666,empty,1,infraction,0.000194208,immediate,299036
1667,empty,1,undermining,0.000190587,very,298952
1668,empty,1,unfavourable,0.000188,realization,298670
1669,empty,1,slippage,0.00018516949999999998,relation,298430
1670,empty,1,falsified,0.00018516949999999998,detail,298415
1671,empty,1,misusing,0.0001812528,cease,298321
1672,empty,1,misdirected,0.000180872,begin,297870
1673,empty,1,reparation,0.00018011159999999998,discontinued,297741
1674,empty,1,overshadowed,0.0001786933,formerly,297595
1675,empty,1,prejudicing,0.0001782176,derivatives,297493
1676,empty,1,vitiate,0.000176055,owed,297362
1677,empty,1,summonses,0.0001746528,world,297344
1678,empty,1,conspires,0.00017380920000000002,utilizing,297084
1679,empty,1,endangers,0.0001735326,contribute,297072
1680,empty,1,accusations,0.0001734363,largely,296930
1681,empty,1,mistrial,0.0001717694,filers,296846
1682,empty,1,wrongly,0.0001710284,medical,296638
1683,empty,1,divorced,0.0001709328,evaluates,296595
1684,empty,1,arrests,0.0001699199,redemption,296568
1685,empty,1,abrogated,0.00016891,advantage,295945
1686,empty,1,detriments,0.000168815,replace,295657
1687,empty,1,disassociation,0.0001684475,whenever,295510
1688,empty,1,unneeded,0.00016780839999999998,modification,295153
1689,empty,1,divulging,0.00016598039999999998,exceeded,294961
1690,empty,1,impounded,0.0001642561,dilution,294691
1691,empty,1,miscalculated,0.0001638936,attention,294669
1692,empty,1,forestall,0.0001632632,newly,294558
1693,empty,1,irregularly,0.0001624476,land,294499
1694,empty,1,moratoriums,0.0001608345,amend,293942
1695,empty,1,overestimated,0.0001607418,credits,293676
1696,empty,1,coerced,0.000160025,industrial,293669
1697,empty,1,misdemeanors,0.0001597596,integrated,293647
1698,empty,1,mishandled,0.0001594021,mature,292932
1699,empty,1,subjection,0.00015913720000000002,hedge,292915
1700,empty,1,misinterpretation,0.0001579761,liable,292812
1701,empty,1,depletes,0.0001579761,placement,291751
1702,empty,1,worry,0.0001570024,promulgated,291715
1703,empty,1,provoked,0.00015488199999999999,profitable,291251
1704,empty,1,collapses,0.0001539179,regional,291220
1705,empty,1,demote,0.0001529568,entering,290429
1706,empty,1,dismisses,0.0001525167,assume,290233
1707,empty,1,redactions,0.0001519086,bases,290189
1708,empty,1,forbids,0.0001499125,articles,290024
1709,empty,1,circumvents,0.0001492203,holds,289976
1710,empty,1,incompetents,0.0001479296,attached,289778
1711,empty,1,condemnations,0.00014587160000000001,violation,289259
1712,empty,1,mismatched,0.00014416760000000002,providers,289217
1713,empty,1,abrogation,0.0001435764,category,289140
1714,empty,1,condone,0.0001429864,prevailing,289077
1715,empty,1,sluggishness,0.00014264819999999998,emerging,289067
1716,empty,1,disappointment,0.00014264819999999998,doubtful,288981
1717,empty,1,overbuilt,0.0001423104,leading,288848
1718,empty,1,recalling,0.00014071410000000002,borrowed,288827
1719,empty,1,conspire,0.00014071410000000002,damage,288190
1720,empty,1,intimidation,0.0001403786,brought,287669
1721,empty,1,unfriendly,0.000140292,modifications,287354
1722,empty,1,overcomes,0.000138374,released,287329
1723,empty,1,uncovering,0.0001381272,banking,287271
1724,empty,1,quitting,0.0001373771,appointed,287102
1725,empty,1,unwelcome,0.0001354792,expressly,286991
1726,empty,1,redaction,0.0001349061,relations,286918
1727,empty,1,misinterpreted,0.00013416479999999999,characteristics,286877
1728,empty,1,dissident,0.0001330254,concentration,286741
1729,empty,1,evictions,0.000130834,monitoring,286736
1730,empty,1,depletions,0.00012729750000000002,occurring,286180
1731,empty,1,sues,0.0001270608,factor,286062
1732,empty,1,confine,0.0001246032,initiated,285560
1733,empty,1,underproduction,0.0001245216,already,285530
1734,empty,1,victims,0.000122715,additions,285421
1735,empty,1,undercut,0.0001224017,writing,285159
1736,empty,1,disorderly,0.00012030000000000001,expanded,285111
1737,empty,1,collusive,0.00011976,reclassifications,284838
1738,empty,1,disfavor,0.0001192212,achieving,284467
1739,empty,1,aberrations,0.0001176019,vendors,284400
1740,empty,1,perpetration,0.00011737439999999999,misstatement,284328
1741,empty,1,weakly,0.0001164564,insured,284320
1742,empty,1,incompatibilities,0.00011584639999999999,jurisdictions,283948
1743,empty,1,inefficiently,0.00011562060000000001,tangible,283896
1744,empty,1,unsavory,0.00011478780000000001,payroll,283554
1745,empty,1,retribution,0.0001144066,examining,283315
1746,empty,1,usurped,0.00011388,reached,282700
1747,empty,1,obstructing,0.000113199,participating,282679
1748,empty,1,deprives,0.0001128981,goals,282506
1749,empty,1,faulted,0.0001091756,ratios,282262
1750,empty,1,disturbs,0.00010858499999999999,assessed,282171
1751,empty,1,curtails,0.00010858499999999999,properly,281783
1752,empty,1,inconveniences,0.0001068984,representations,281737
1753,empty,1,prolonging,0.0001063894,representative,281697
1754,empty,1,mislabeled,0.0001049349,relief,281682
1755,empty,1,unmerchantable,0.000104067,declined,281361
1756,empty,1,degrades,0.0001027026,likelihood,281357
1757,empty,1,confuse,0.0001022037,actually,281348
1758,empty,1,inequity,0.00010134719999999999,eight,281234
1759,empty,1,downtimes,0.00010077819999999999,categories,280692
1760,empty,1,detentions,0.0001005676,recover,280614
1761,empty,1,offend,0.00010000079999999999,economy,280561
1762,empty,1,straining,9.971800000000001e-05,mutual,280440
1763,empty,1,accusing,9.92264e-05,notwithstanding,280397
1764,empty,1,detracting,9.91536e-05,home,280121
1765,empty,1,shuts,9.8102e-05,discounts,279779
1766,empty,1,undermines,9.698399999999999e-05,though,279672
1767,empty,1,contentious,9.67055e-05,reorganization,279658
1768,empty,1,tampered,9.649919999999999e-05,examination,279604
1769,empty,1,underestimation,9.642739999999999e-05,existence,279382
1770,empty,1,nuisances,9.61497e-05,entirety,279207
1771,empty,1,accusation,9.51855e-05,care,279181
1772,empty,1,embezzled,9.49096e-05,call,278780
1773,empty,1,riskiest,9.373919999999999e-05,agents,278473
1774,empty,1,exacerbates,9.34654e-05,certifications,278350
1775,empty,1,persisting,9.298950000000001e-05,indemnification,278169
1776,empty,1,conspirators,9.17e-05,renewal,278050
1777,empty,1,exonerating,9.06888e-05,monetary,277887
1778,empty,1,spamming,9.00812e-05,combinations,277737
1779,empty,1,misstate,8.9148e-05,reportable,277550
1780,empty,1,harass,8.9148e-05,view,277470
1781,empty,1,unforseen,8.8881e-05,rise,277006
1782,empty,1,manipulations,8.8881e-05,expired,276328
1783,empty,1,destabilizing,8.88121e-05,techniques,276271
1784,empty,1,hurting,8.603819999999999e-05,initiatives,276136
1785,empty,1,impasses,8.54464e-05,overhead,275760
1786,empty,1,felonious,8.52525e-05,extensive,275715
1787,empty,1,demolishing,8.42105e-05,modify,275649
1788,empty,1,underestimates,8.401800000000001e-05,grow,275299
1789,empty,1,corrupted,8.369189999999999e-05,satisfied,275228
1790,empty,1,overcharging,8.272600000000001e-05,reverse,275191
1791,empty,1,displaces,8.099979999999999e-05,references,275190
1792,empty,1,endangering,7.80368e-05,binding,275164
1793,empty,1,picket,7.73529e-05,actively,274794
1794,empty,1,deadlocked,7.73529e-05,intellectual,274717
1795,empty,1,reassignments,7.71684e-05,worldwide,274561
1796,empty,1,unfitness,7.710420000000001e-05,approximates,274368
1797,empty,1,repossesses,7.68559e-05,assurances,274176
1798,empty,1,denigrate,7.660800000000001e-05,reflecting,273939
1799,empty,1,impracticality,7.61772e-05,internet,273745
1800,empty,1,underreporting,7.55015e-05,instances,273603
1801,empty,1,unfortunate,7.5438e-05,technological,273334
1802,empty,1,malice,7.51924e-05,infrastructure,273169
1803,empty,1,untenable,7.501050000000001e-05,assumption,273145
1804,empty,1,colluded,7.379000000000001e-05,framework,272989
1805,empty,1,misunderstood,7.33046e-05,disagreements,272910
1806,empty,1,deadlocks,7.3125e-05,acting,272905
1807,empty,1,demotions,7.30625e-05,readily,272258
1808,empty,1,maliciously,7.096319999999999e-05,negotiated,272071
1809,empty,1,defamed,7.096319999999999e-05,lenders,271982
1810,empty,1,retaliated,6.98984e-05,alleged,271869
1811,empty,1,distorts,6.9601e-05,convert,271438
1812,empty,1,corrupting,6.87204e-05,representatives,271121
1813,empty,1,stagnate,6.86598e-05,turn,271023
1814,empty,1,miscalculate,6.8252e-05,provider,270505
1815,empty,1,nullifying,6.80184e-05,itself,270458
1816,empty,1,aberrant,6.80184e-05,utilization,270438
1817,empty,1,distorting,6.755240000000001e-05,installments,270066
1818,empty,1,disgrace,6.732e-05,manager,269940
1819,empty,1,contradicts,6.651359999999999e-05,pension,269644
1820,empty,1,overbuilds,6.473879999999999e-05,lieu,269617
1821,empty,1,disappeared,6.473879999999999e-05,disposed,269576
1822,empty,1,encroaches,6.42256e-05,discussions,269576
1823,empty,1,disagreeing,6.3999e-05,subordinated,269505
1824,empty,1,impounding,6.37728e-05,hereto,269504
1825,empty,1,imperfection,6.337979999999999e-05,regularly,269493
1826,empty,1,mothballing,6.321279999999999e-05,absence,269236
1827,empty,1,incarcerated,6.2316e-05,declines,269201
1828,empty,1,disappoint,6.22583e-05,collected,269070
1829,empty,1,mismatching,6.20928e-05,guidelines,268926
1830,empty,1,overstatements,6.18125e-05,billion,268839
1831,empty,1,deliberated,6.18125e-05,across,268730
1832,empty,1,vetoed,6.1204e-05,considering,268333
1833,empty,1,falsify,6.10399e-05,engineering,267809
1834,empty,1,defacement,6.0762e-05,bylaws,267611
1835,empty,1,acquitted,6.03784e-05,footnote,267419
1836,empty,1,cyberattack,5.90662e-05,produced,266888
1837,empty,1,disappearing,5.8905e-05,highest,266698
1838,empty,1,disclaiming,5.84714e-05,severance,266369
1839,empty,1,conspiracies,5.82552e-05,length,266254
1840,empty,1,destabilization,5.76645e-05,tables,266234
1841,empty,1,wasteful,5.73944e-05,licensing,266139
1842,empty,1,hampering,5.71802e-05,broker,266119
1843,empty,1,tortuously,5.6595e-05,thereunder,266116
1844,empty,1,harsher,5.59581e-05,partial,266089
1845,empty,1,overloads,5.55355e-05,exception,265830
1846,empty,1,adversaries,5.5013e-05,removed,265770
1847,empty,1,frustrating,5.47492e-05,eliminate,265749
1848,empty,1,expropriate,5.35535e-05,twenty,265726
1849,empty,1,dysfunctions,5.27283e-05,aspects,265339
1850,empty,1,delists,5.2523e-05,instead,265208
1851,empty,1,overloaded,5.19622e-05,seeks,265177
1852,empty,1,tainting,5.17584e-05,favor,265176
1853,empty,1,embarrass,5.12017e-05,square,264878
1854,empty,1,erratically,5.09472e-05,sells,264692
1855,empty,1,disapprovals,5.0745400000000004e-05,help,264660
1856,empty,1,disreputable,5.04468e-05,prescribed,264520
1857,empty,1,disloyal,4.9794e-05,interpretations,264496
1858,empty,1,misrepresents,4.88516e-05,multi,264450
1859,empty,1,monopolized,4.80636e-05,volumes,263954
1860,empty,1,oversupplied,4.78676e-05,fluctuate,263900
1861,empty,1,devastation,4.6943699999999996e-05,assignment,263882
1862,empty,1,degradations,4.675e-05,believed,263874
1863,empty,1,reassigning,4.56456e-05,issuing,263830
1864,empty,1,disqualifies,4.5503899999999996e-05,replaced,263810
1865,empty,1,imperil,4.4933000000000005e-05,unrecognized,263791
1866,empty,1,abusing,4.4226e-05,civil,263578
1867,empty,1,overstates,4.25961e-05,unknown,263541
1868,empty,1,misjudgments,4.2411600000000006e-05,driven,262815
1869,empty,1,aberration,4.2364e-05,successor,262427
1870,empty,1,contradicting,4.20438e-05,add,262148
1871,empty,1,accuses,4.16776e-05,automatically,262041
1872,empty,1,slanderous,4.06352e-05,enforcement,261943
1873,empty,1,devastated,4.03216e-05,trustee,261142
1874,empty,1,unpredicted,4.0142099999999996e-05,bonds,261085
1875,empty,1,unpopular,3.9963e-05,inputs,260967
1876,empty,1,disqualifications,3.9119199999999996e-05,measuring,260586
1877,empty,1,defeats,3.8720499999999996e-05,supplementary,260240
1878,empty,1,implicating,3.66804e-05,amounted,260231
1879,empty,1,aversely,3.64266e-05,attorney,259795
1880,empty,1,sacrificed,3.6212e-05,bonus,259307
1881,empty,1,downsizings,3.6041900000000005e-05,lender,259298
1882,empty,1,mislabeling,3.57466e-05,article,259052
1883,empty,1,underestimating,3.57029e-05,financed,258937
1884,empty,1,unavoidably,3.5534e-05,follow,258871
1885,empty,1,fatally,3.5534e-05,physical,258867
1886,empty,1,unjustifiable,3.52842e-05,assure,258536
1887,empty,1,erodes,3.5240799999999996e-05,capitalization,258460
1888,empty,1,embarrassing,3.5073e-05,sensitive,258372
1889,empty,1,devalues,3.4572e-05,minimize,258321
1890,empty,1,implicates,3.424e-05,awarded,258280
1891,empty,1,counterclaiming,3.424e-05,receipts,258009
1892,empty,1,relinquishments,3.3787499999999995e-05,versus,257906
1893,empty,1,accuse,3.36232e-05,difficulties,257902
1894,empty,1,forbidding,3.34593e-05,divided,257512
1895,empty,1,counterfeiters,3.31748e-05,faith,257490
1896,empty,1,collapsing,3.31327e-05,waiver,257454
1897,empty,1,evicting,3.297e-05,customary,257306
1898,empty,1,concedes,3.25677e-05,similarly,257274
1899,empty,1,renouncing,3.23648e-05,progress,257201
1900,empty,1,inequities,3.2085e-05,oral,256753
1901,empty,1,unprofitability,3.1605899999999995e-05,absolute,256520
1902,empty,1,confesses,3.1488e-05,accurately,256477
1903,empty,1,nonconformities,3.13294e-05,approvals,256442
1904,empty,1,corruptly,3.1288500000000004e-05,serves,255864
1905,empty,1,confessing,3.1013400000000004e-05,adjust,255848
1906,empty,1,vitiated,3.09727e-05,travel,255635
1907,empty,1,overestimates,3.09727e-05,introduction,255461
1908,empty,1,manipulates,3.06585e-05,licensed,255327
1909,empty,1,overestimation,3.0426499999999997e-05,features,255212
1910,empty,1,disparaged,3.0386199999999997e-05,limiting,255092
1911,empty,1,annoying,3.02304e-05,promissory,254995
1912,empty,1,censured,3.0115100000000002e-05,governed,254807
1913,empty,1,disavows,3.0075000000000003e-05,voluntary,254747
1914,empty,1,misclassifications,2.98053e-05,capabilities,254669
1915,empty,1,hampers,2.98053e-05,addresses,254175
1916,empty,1,deceived,2.98053e-05,demands,254141
1917,empty,1,exculpate,2.89248e-05,correct,253841
1918,empty,1,harassed,2.87336e-05,death,253793
1919,empty,1,wrongdoings,2.8319199999999998e-05,serving,253669
1920,empty,1,foregoes,2.8168799999999997e-05,restrict,253588
1921,empty,1,bribing,2.79078e-05,duration,253579
1922,empty,1,careless,2.78692e-05,satisfactory,253555
1923,empty,1,outmoded,2.7758500000000002e-05,oversight,253534
1924,empty,1,embezzling,2.7758500000000002e-05,parts,253450
1925,empty,1,redefault,2.7312999999999998e-05,assessments,253346
1926,empty,1,inactivating,2.7018e-05,legislation,253345
1927,empty,1,abdication,2.6909000000000003e-05,human,252921
1928,empty,1,taint,2.66162e-05,much,252812
1929,empty,1,aggravate,2.64704e-05,steps,252641
1930,empty,1,convict,2.61426e-05,attorneys,252610
1931,empty,1,deceptively,2.58912e-05,shows,252606
1932,empty,1,felonies,2.54979e-05,intangibles,252538
1933,empty,1,forgers,2.5355199999999997e-05,names,251652
1934,empty,1,tragedies,2.5318399999999998e-05,sustained,251582
1935,empty,1,disappears,2.46477e-05,permanent,251287
1936,empty,1,warns,2.45436e-05,distribute,251284
1937,empty,1,unmeritorious,2.4124799999999996e-05,energy,251119
1938,empty,1,exaggeration,2.3847600000000002e-05,containing,250957
1939,empty,1,exonerates,2.37452e-05,bid,250951
1940,empty,1,disappointments,2.3572e-05,manufacturers,250931
1941,empty,1,unreasonableness,2.30607e-05,enhanced,250447
1942,empty,1,understatements,2.2890000000000003e-05,drive,250434
1943,empty,1,criticizing,2.2890000000000003e-05,consecutive,250312
1944,empty,1,aggravation,2.25203e-05,defend,250274
1945,empty,1,penalizing,2.20206e-05,manufacture,250181
1946,empty,1,retaliating,2.18538e-05,exempt,249941
1947,empty,1,disproportional,2.1658e-05,patents,249884
1948,empty,1,criticizes,2.1492599999999998e-05,zero,249560
1949,empty,1,devaluing,2.0971000000000003e-05,institution,249531
1950,empty,1,complains,2.0971000000000003e-05,label,249512
1951,empty,1,dishonestly,2.06504e-05,implementing,249460
1952,empty,1,exculpations,2.02335e-05,repairs,249285
1953,empty,1,exculpating,2.01064e-05,prove,249232
1954,empty,1,displacements,2.01064e-05,excludes,248553
1955,empty,1,overburdened,1.9886e-05,recoverability,248541
1956,empty,1,inadvisability,1.96344e-05,patent,248470
1957,empty,1,dissented,1.96344e-05,doubt,248131
1958,empty,1,unreceptive,1.87072e-05,solutions,247901
1959,empty,1,disastrous,1.87072e-05,intention,247699
1960,empty,1,prolongs,1.8463200000000003e-05,west,247570
1961,empty,1,dissents,1.83105e-05,adequately,247242
1962,empty,1,misinterpret,1.81896e-05,inclusion,246886
1963,empty,1,miscommunication,1.81896e-05,agrees,246862
1964,empty,1,understates,1.81002e-05,undue,246797
1965,empty,1,scrutinizes,1.798e-05,raised,246591
1966,empty,1,spammers,1.7652499999999997e-05,impose,246450
1967,empty,1,harshness,1.74155e-05,country,246351
1968,empty,1,abolishing,1.70932e-05,users,245903
1969,empty,1,conspirator,1.65986e-05,borrow,245812
1970,empty,1,alienating,1.65986e-05,mean,245796
1971,empty,1,assaults,1.59432e-05,observable,245709
1972,empty,1,renegotiates,1.58304e-05,hierarchy,245700
1973,empty,1,suspicions,1.47806e-05,warranties,245552
1974,empty,1,acquittal,1.45638e-05,possibility,245299
1975,empty,1,confiscate,1.41625e-05,preliminary,245118
1976,empty,1,usurp,1.4056200000000001e-05,central,245087
1977,empty,1,overturns,1.4056200000000001e-05,investigation,244951
1978,empty,1,untruthful,1.39503e-05,keep,244858
1979,empty,1,confining,1.38448e-05,qualifying,244844
1980,empty,1,hindrances,1.35576e-05,thereon,244370
1981,empty,1,repudiating,1.34268e-05,mail,244287
1982,empty,1,misjudgment,1.34268e-05,mitigate,243545
1983,empty,1,discredits,1.34268e-05,incremental,243244
1984,empty,1,indictable,1.32468e-05,unanticipated,243149
1985,empty,1,deters,1.2838e-05,storage,243107
1986,empty,1,coercing,1.27629e-05,miscellaneous,242536
1987,empty,1,unstabilized,1.24356e-05,collect,242364
1988,empty,1,misstating,1.21635e-05,accrue,242339
1989,empty,1,aggravating,1.17719e-05,thirty,242087
1990,empty,1,boycotting,1.1675e-05,her,242058
1991,empty,1,condoned,1.14114e-05,carryforwards,242000
1992,empty,1,misapplications,1.1245500000000001e-05,auditing,241934
1993,empty,1,counterfeits,1.11264e-05,build,241789
1994,empty,1,difficultly,1.06833e-05,preparing,241721
1995,empty,1,nonpayments,1.0591e-05,team,241649
1996,empty,1,destabilize,1.05228e-05,accurate,241160
1997,empty,1,reassigns,1.04991e-05,internally,241057
1998,empty,1,confrontation,1.04991e-05,unused,240949
1999,empty,1,confronts,1.04312e-05,generating,240926
